Account Name,Type,Industry,Annual Revenue,Rating,Phone,Website,Billing Street,Billing City,Billing State/Province,Billing Country,Billing Zip/Postal Code,Contact First Name,Contact Last Name,Created Date,Record Source,Ingest Timestamp,account_bkey,customer_id
"Williams, Erickson and Thomas",Partner,Retail,15821333,Warm,001-236-819-5466x455,https://www.sparks.info/,28749 Lucas River,Port Timothymouth,AR,Cameroon,48689,Casey,White,2020-10-09T00:38:03,salesforce_accounts,2025-10-12T04:56:38.677936,41fbe5b2-f3d1-45e3-b57a-02432652af4d,41fbe5b2-f3d1-45e3-b57a-02432652af4d
Johnson-Howell,Partner,Technology,39531525,Warm,653-455-9561,https://page.com/,8572 Powell Garden,West Tiffanyberg,MN,Singapore,19214,Taylor,Jones,2024-06-29T23:21:54,salesforce_accounts,2025-10-12T04:56:38.677936,36d4e004-f45b-451e-b21f-1675cf6ac646,36d4e004-f45b-451e-b21f-1675cf6ac646
"Davis, Gonzalez and Lee",Customer,Healthcare,42647406,Cold,001-473-823-0163x38309,https://www.juarez.com/,2773 Garcia Course,Jacquelineport,GA,Grenada,40037,Jordan,Hernandez,2024-11-01T20:04:02,salesforce_accounts,2025-10-12T04:56:38.677936,9d2c4d35-4818-4df9-bc49-c0360219cd2c,9d2c4d35-4818-4df9-bc49-c0360219cd2c
Chan LLC,Customer,Energy,17779636,Hot,555-034-2571,http://logan-blackwell.com/,694 Michael Drive,Kellyland,MS,China,12574,Riley,Anderson,2021-03-26T05:45:25,salesforce_accounts,2025-10-12T04:56:38.677936,d588b1bf-cc0b-496c-aead-9b93cd433219,d588b1bf-cc0b-496c-aead-9b93cd433219
Curtis Ltd,Customer,Energy,44694441,Cold,(781)631-2133,https://white-juarez.com/,5258 Martinez Overpass Suite 688,Ayerschester,SC,Denmark,85321,Cameron,Anderson,2023-12-16T18:42:45,salesforce_accounts,2025-10-12T04:56:38.677936,80a2c73c-9096-43fc-8ac1-067d3642eb97,80a2c73c-9096-43fc-8ac1-067d3642eb97
"Jones, Baker and Schneider",Partner,Energy,39583478,Hot,+1-192-337-8122x9487,https://www.pearson.org/,8126 Montgomery Junction Apt. 814,Jacksonfurt,HI,Georgia,92681,Elliot,Hernandez,2020-11-17T14:18:01,salesforce_accounts,2025-10-12T04:56:38.677936,f6c2cfe2-33d9-4ce0-b861-62b34ccb3fce,f6c2cfe2-33d9-4ce0-b861-62b34ccb3fce
"Allen, Bruce and Mcgrath",Vendor,Technology,9926807,Warm,001-239-063-3639,https://smith.com/,19222 Stone Radial,Scottmouth,MT,Barbados,2949,Logan,Williams,2023-02-10T11:35:08,salesforce_accounts,2025-10-12T04:56:38.677936,6640a4d6-ec36-4e00-9713-cdab5d2a9ac6,6640a4d6-ec36-4e00-9713-cdab5d2a9ac6
"Pitts, Carter and Martinez",Prospect,Retail,17938118,Warm,297.677.1639x277,https://www.haynes.net/,321 Kaiser Rest Apt. 522,Moralesbury,NM,Turkey,75847,Cameron,Thompson,2023-06-06T00:41:03,salesforce_accounts,2025-10-12T04:56:38.677936,3be9e71d-ef49-4747-8ebc-de0ea517eed5,3be9e71d-ef49-4747-8ebc-de0ea517eed5
Cortez-Gibson,Prospect,Education,41616548,Hot,(488)371-6197x1203,https://www.ward-smith.com/,28249 Jensen River Apt. 685,South Christopher,HI,Belize,26128,Skyler,Jones,2020-02-15T08:45:39,salesforce_accounts,2025-10-12T04:56:38.677936,cc9299aa-796a-4fe2-8679-54ed34d21747,cc9299aa-796a-4fe2-8679-54ed34d21747
Butler-Wilson,Customer,Education,47746348,Warm,+1-714-657-6670x33615,http://www.bean.net/,1275 Isabel Ranch Apt. 101,Delacruzmouth,HI,Bolivia,33122,Morgan,Martin,2025-03-27T11:02:43,salesforce_accounts,2025-10-12T04:56:38.677936,d9703cfa-ef9a-49ef-8270-f2ce98c7975a,d9703cfa-ef9a-49ef-8270-f2ce98c7975a
"Fernandez, Johnson and White",Customer,Technology,27035897,Hot,(751)380-1374,http://www.flores-christensen.com/,62053 Orr Spring,Susanport,WI,Montserrat,60407,Skyler,Anderson,2025-09-01T05:59:09,salesforce_accounts,2025-10-12T04:56:38.677936,42c297e9-4430-47b2-b05c-be3801e9b548,42c297e9-4430-47b2-b05c-be3801e9b548
Ayala Ltd,Partner,Education,29819409,Hot,+1-243-032-3584x6936,http://www.case-hall.com/,9697 Frank Pine Apt. 249,Kathrynstad,WY,El Salvador,80560,Cameron,Taylor,2025-10-04T11:21:56,salesforce_accounts,2025-10-12T04:56:38.677936,cfbd05ad-e0e3-4934-ae04-38a6da3fbdb2,cfbd05ad-e0e3-4934-ae04-38a6da3fbdb2
Campbell-Wilson,Prospect,Energy,18963212,Warm,131-111-9008x4711,http://www.daniel.com/,3365 Johnson Unions Apt. 121,New Christinaview,IN,Paraguay,60310,Parker,Martinez,2023-08-21T05:29:50,salesforce_accounts,2025-10-12T04:56:38.677936,09d06142-eb02-4675-be2b-1771b57a5e14,09d06142-eb02-4675-be2b-1771b57a5e14
Morris LLC,Customer,Healthcare,31096308,Hot,713-094-2949,https://bush.com/,8606 Dawn Mountain Apt. 102,East Norman,MS,Bouvet Island (Bouvetoya),41571,Quinn,Rodriguez,2023-05-28T07:04:25,salesforce_accounts,2025-10-12T04:56:38.677936,42f217b5-e9f7-40db-a4fa-49ecd82d0ad0,42f217b5-e9f7-40db-a4fa-49ecd82d0ad0
Morgan-Lopez,Vendor,Finance,49274836,Cold,(937)747-5044,http://www.guerrero.com/,1317 Scott Trail Apt. 982,Riddleport,TX,Nauru,39791,Reese,Garcia,2024-04-05T05:57:42,salesforce_accounts,2025-10-12T04:56:38.677936,dcc6b0b2-cbcb-4d45-9929-19d439fcb07c,dcc6b0b2-cbcb-4d45-9929-19d439fcb07c
Carney-Smith,Vendor,Retail,20523633,Cold,(892)096-0856x524,http://jackson-osborne.com/,160 Owens Passage Apt. 712,North Matthewmouth,OH,Cook Islands,70474,Devin,Brown,2020-04-07T12:35:38,salesforce_accounts,2025-10-12T04:56:38.677936,3d907e88-4552-47a0-9cde-4e13bf56f35a,3d907e88-4552-47a0-9cde-4e13bf56f35a
"Carlson, Mccarty and Huff",Customer,Retail,9591044,Warm,(320)244-3025x793,http://aguilar.org/,408 Robert Creek Apt. 376,South Tracyhaven,MT,Spain,61932,Harper,Smith,2021-07-22T04:08:40,salesforce_accounts,2025-10-12T04:56:38.677936,84dfd522-109c-40d0-b0eb-b49b0896bb8a,84dfd522-109c-40d0-b0eb-b49b0896bb8a
"Castaneda, Vaughn and Garcia",Customer,Technology,28209612,Warm,542-728-2543x564,https://myers.info/,9130 Miller Path Apt. 870,Joannaview,OK,Belize,45368,Skyler,Miller,2024-08-22T10:58:39,salesforce_accounts,2025-10-12T04:56:38.677936,8fc28e39-a8ac-47ec-b4e4-147f0c4d8b48,8fc28e39-a8ac-47ec-b4e4-147f0c4d8b48
Goodman PLC,Prospect,Retail,49390527,Hot,5188901388,http://www.pearson.com/,16569 Douglas Plains,Mirandaland,CT,Ireland,72058,Taylor,Moore,2021-12-06T05:23:01,salesforce_accounts,2025-10-12T04:56:38.677936,b32284aa-6f98-4cd5-b9d2-a41edad7a07a,b32284aa-6f98-4cd5-b9d2-a41edad7a07a
"Ellison, Tucker and Hall",Prospect,Energy,15442371,Hot,(491)169-7298x326,http://www.bailey-williams.biz/,8873 Steven Cliffs Apt. 783,Jacobsfort,NY,Austria,68420,Elliot,Martin,2024-09-17T06:32:16,salesforce_accounts,2025-10-12T04:56:38.677936,89adec6a-66ca-44a3-8830-09f9172e8657,89adec6a-66ca-44a3-8830-09f9172e8657
Chandler Group,Partner,Education,2051330,Hot,(378)921-2594x316,http://barber.info/,476 Mary Ways Suite 574,Brianmouth,DC,Saint Vincent and the Grenadines,93184,Jordan,Taylor,2024-08-27T09:22:25,salesforce_accounts,2025-10-12T04:56:38.677936,38078800-468a-4f6a-85d8-bf001a4afab7,38078800-468a-4f6a-85d8-bf001a4afab7
Baldwin-Gordon,Prospect,Energy,1471248,Hot,2630200849,https://www.wright.net/,606 Maldonado Tunnel Suite 591,West Keithstad,OK,Guam,37549,Rowan,Jackson,2023-01-25T13:38:27,salesforce_accounts,2025-10-12T04:56:38.677936,2b38203f-c697-4749-8d9a-0ad0b8618171,2b38203f-c697-4749-8d9a-0ad0b8618171
"Brock, Harrison and Anderson",Vendor,Technology,5157851,Cold,+1-640-721-7596x25756,http://www.johnson.org/,2713 Stevens Drive,Port Kenneth,NE,Somalia,2229,Sam,Brown,2023-04-20T04:03:20,salesforce_accounts,2025-10-12T04:56:38.677936,cf42aba1-26ff-4ce4-953c-441385c0c5d2,cf42aba1-26ff-4ce4-953c-441385c0c5d2
Gregory LLC,Vendor,Energy,23972522,Cold,(410)339-7429x347,http://mcdaniel.com/,462 Perkins Turnpike Apt. 747,Waltontown,KS,Saudi Arabia,3937,Elliot,Rodriguez,2020-10-31T05:22:21,salesforce_accounts,2025-10-12T04:56:38.677936,5eab4e74-0f91-48a8-a7f6-c83ef6468d8e,5eab4e74-0f91-48a8-a7f6-c83ef6468d8e
Stewart and Sons,Customer,Education,5878750,Warm,893.614.9073x33879,http://sanchez.com/,25569 Torres Mount,West Williamland,RI,Macao,50404,Quinn,Rodriguez,2023-08-06T23:14:56,salesforce_accounts,2025-10-12T04:56:38.677936,520490d3-76b0-4122-927e-1b72d6afd0e5,520490d3-76b0-4122-927e-1b72d6afd0e5
Hodges Group,Prospect,Healthcare,3107411,Hot,024.474.7553x33340,http://henderson-cooper.com/,0641 Goodman Groves Suite 647,Simmonschester,NV,Svalbard & Jan Mayen Islands,79775,Alex,Hernandez,2024-06-20T18:41:31,salesforce_accounts,2025-10-12T04:56:38.677936,137382af-149e-4aad-a27b-8453c8d91c86,137382af-149e-4aad-a27b-8453c8d91c86
Robbins and Sons,Partner,Technology,2193439,Hot,9129784723,https://www.hicks.com/,507 Wilkerson Unions Suite 804,Lake Tammyberg,RI,Panama,74114,Taylor,Davis,2022-03-04T12:45:16,salesforce_accounts,2025-10-12T04:56:38.677936,73c09bbd-7fca-4273-80d5-709ed05c0a30,73c09bbd-7fca-4273-80d5-709ed05c0a30
Harvey LLC,Vendor,Healthcare,19108310,Warm,001-291-433-0655,https://www.smith.com/,89927 Bradley Harbors,Rodriguezstad,DE,Slovakia (Slovak Republic),19175,Jamie,White,2022-06-27T09:36:26,salesforce_accounts,2025-10-12T04:56:38.677936,8ae3a26f-ef5e-4d3e-840c-19d2899b685e,8ae3a26f-ef5e-4d3e-840c-19d2899b685e
Patel Group,Vendor,Finance,37491604,Hot,7771078630,https://www.miller-bradshaw.com/,83274 Heather Street Suite 906,South Arthur,PA,Lithuania,76282,Logan,Wilson,2021-02-09T18:22:18,salesforce_accounts,2025-10-12T04:56:38.677936,2e37acbe-1252-4be1-9148-a1c002027167,2e37acbe-1252-4be1-9148-a1c002027167
"Deleon, Morrison and Jones",Partner,Healthcare,17104953,Hot,981-615-8918x82528,https://parker.org/,01453 Michele Haven Apt. 044,New Trevorberg,TX,Grenada,57729,Logan,Moore,2024-10-18T01:06:30,salesforce_accounts,2025-10-12T04:56:38.677936,b067d07f-d741-41a2-b7e9-7babe0b46870,b067d07f-d741-41a2-b7e9-7babe0b46870
Cook Group,Partner,Finance,9947933,Hot,+1-121-243-1433x425,http://www.hughes-thomas.info/,39280 Heidi Way,Penningtonland,OR,Hungary,11144,Alex,Davis,2024-06-24T23:10:32,salesforce_accounts,2025-10-12T04:56:38.677936,5852ccf9-3011-4131-9fdc-454a2a7b04d1,5852ccf9-3011-4131-9fdc-454a2a7b04d1
Hall and Sons,Vendor,Finance,40974307,Hot,001-999-905-6723,https://www.flynn.net/,3571 Garcia Squares Apt. 836,East Jeffreybury,MA,Bulgaria,30440,Quinn,Brown,2022-04-09T08:13:20,salesforce_accounts,2025-10-12T04:56:38.677936,30ba915d-0989-4778-b74e-245bd0aed62f,30ba915d-0989-4778-b74e-245bd0aed62f
Adams-Gay,Vendor,Healthcare,23200577,Hot,001-735-645-0039x47713,http://welch.com/,29205 Nelson Valley,Smithville,OK,Cuba,41936,Logan,Jones,2020-04-30T15:17:02,salesforce_accounts,2025-10-12T04:56:38.677936,b978d8ad-a9a6-4c7d-817f-0592f4c1717f,b978d8ad-a9a6-4c7d-817f-0592f4c1717f
"Woods, Schaefer and White",Partner,Technology,39596943,Warm,5547764439,https://rodriguez-wilson.org/,76445 Bishop Vista,Gilesland,CT,El Salvador,75108,Jordan,Williams,2022-07-13T17:49:42,salesforce_accounts,2025-10-12T04:56:38.677936,9bbeacc4-f787-4aa7-88c3-74619e6863dd,9bbeacc4-f787-4aa7-88c3-74619e6863dd
"Clay, Roman and Collins",Vendor,Education,13307931,Hot,+1-898-139-8722,http://www.weber.org/,5165 Stevenson Oval,Port Walter,AZ,Cambodia,7363,Riley,Hernandez,2025-09-23T16:25:02,salesforce_accounts,2025-10-12T04:56:38.677936,f7acc3bc-5ed2-4878-9a02-612f404c2356,f7acc3bc-5ed2-4878-9a02-612f404c2356
Woods-Ramirez,Customer,Energy,48112497,Warm,904-020-0908,http://www.johnson.com/,7311 Brian Forks Suite 682,West Jenniferburgh,KS,Italy,26558,Harper,Miller,2025-02-04T15:16:32,salesforce_accounts,2025-10-12T04:56:38.677936,e93afd44-3246-4fae-a2ab-902be9afdfab,e93afd44-3246-4fae-a2ab-902be9afdfab
Harmon-Meyer,Customer,Energy,31716359,Hot,001-550-349-4607x9942,https://hughes.com/,86940 Carol Bypass,Moonbury,IA,Mali,30574,Reese,Hernandez,2021-05-02T04:52:46,salesforce_accounts,2025-10-12T04:56:38.677936,211046cf-0b56-4f72-b571-619fd606bcff,211046cf-0b56-4f72-b571-619fd606bcff
"White, Roberts and Davis",Partner,Education,4315144,Cold,205-308-0893x014,https://www.martin-hansen.biz/,89205 Carter Branch Suite 138,East Stevenberg,TX,Andorra,30991,Skyler,Williams,2021-08-06T19:25:17,salesforce_accounts,2025-10-12T04:56:38.677936,800fbbe2-2db5-4a68-abf3-b40616d17641,800fbbe2-2db5-4a68-abf3-b40616d17641
Young and Sons,Prospect,Finance,20713468,Cold,561.274.8950x44646,https://lara-lane.net/,9980 Matthew Club Apt. 411,Lake Rebeccafort,KS,Lithuania,65680,Quinn,Martinez,2023-11-25T13:19:27,salesforce_accounts,2025-10-12T04:56:38.677936,228191c5-2cd4-4447-a76d-4d7f5caa3bf0,228191c5-2cd4-4447-a76d-4d7f5caa3bf0
Murray and Sons,Partner,Finance,17041107,Cold,(550)323-8763x816,http://smith.biz/,085 Logan Trail,Johnsmouth,OK,Myanmar,22134,Riley,Anderson,2020-12-03T20:01:39,salesforce_accounts,2025-10-12T04:56:38.677936,490f4b9b-6dc9-4ca7-9a17-91470d13b508,490f4b9b-6dc9-4ca7-9a17-91470d13b508
Benson-Mosley,Partner,Technology,1317052,Cold,1139655465,http://shepherd.com/,1247 Martin Ferry Apt. 130,Smithborough,AK,Saint Kitts and Nevis,10882,Logan,Williams,2021-03-24T08:31:34,salesforce_accounts,2025-10-12T04:56:38.677936,0b0cd775-0a8d-4f36-859d-41509d02156e,0b0cd775-0a8d-4f36-859d-41509d02156e
Smith PLC,Prospect,Retail,27651781,Warm,+1-134-648-0781,http://fernandez.com/,12806 Ashley Crescent Suite 740,Jessicaland,SC,Senegal,36772,Rowan,Jackson,2021-09-18T08:20:32,salesforce_accounts,2025-10-12T04:56:38.677936,88923e27-ebb6-4f6c-848e-56a8e41fdc12,88923e27-ebb6-4f6c-848e-56a8e41fdc12
Hanson and Sons,Prospect,Healthcare,8096585,Warm,+1-969-789-7296,https://williams-torres.org/,64595 Lawrence Terrace,Jonesport,AL,Bouvet Island (Bouvetoya),10175,Harper,Jackson,2020-10-25T13:01:49,salesforce_accounts,2025-10-12T04:56:38.677936,c68fe9c6-42db-456f-a257-02db9eb6e05b,c68fe9c6-42db-456f-a257-02db9eb6e05b
"Williams, Smith and Ward",Prospect,Finance,16677172,Hot,+1-261-221-0532x5664,https://peters-lewis.com/,31293 Todd Trail Suite 113,Lake Robert,CA,Lao People's Democratic Republic,77653,Taylor,Wilson,2023-04-02T08:10:29,salesforce_accounts,2025-10-12T04:56:38.677936,2eae566c-74d3-4654-bcd1-2b54cc40ab72,2eae566c-74d3-4654-bcd1-2b54cc40ab72
"Rose, Jones and Tucker",Customer,Energy,13802313,Cold,(992)395-8889x86769,http://barker.com/,97926 John Fork,East Billy,AZ,Tonga,73700,Harper,Wilson,2023-03-20T09:29:34,salesforce_accounts,2025-10-12T04:56:38.677936,0eaf1ca9-4d20-422b-ab61-9d184205c1f5,0eaf1ca9-4d20-422b-ab61-9d184205c1f5
"Martinez, Torres and Hardin",Vendor,Technology,6769324,Warm,+1-920-626-8303x38480,http://klein.com/,76945 Tracy Burgs,North Ashley,ID,United Kingdom,89171,Drew,Miller,2025-04-13T09:21:45,salesforce_accounts,2025-10-12T04:56:38.677936,21d797dc-9eca-4519-9e8f-f818536d1f53,21d797dc-9eca-4519-9e8f-f818536d1f53
Meyers Ltd,Customer,Healthcare,35482512,Hot,977-667-2052,http://gonzalez.com/,883 Amanda Mews Suite 103,Anthonyhaven,OK,Vietnam,34214,Rowan,Miller,2024-05-09T10:58:23,salesforce_accounts,2025-10-12T04:56:38.677936,df778891-c36a-4f33-9768-c992234fb0b4,df778891-c36a-4f33-9768-c992234fb0b4
Johnson PLC,Vendor,Technology,9990536,Hot,875.571.9442x842,https://www.hudson-anderson.com/,228 Obrien Mission,West Taylorland,AK,Romania,15723,Sam,Anderson,2022-08-29T05:30:01,salesforce_accounts,2025-10-12T04:56:38.677936,dbdce8f2-c6af-4018-a3cf-b2b704a4e3b1,dbdce8f2-c6af-4018-a3cf-b2b704a4e3b1
Stephens PLC,Customer,Healthcare,36575711,Warm,+1-783-248-8949x0548,https://cowan.com/,2001 Gregory Turnpike,Christinechester,OR,Greenland,3652,Sam,Martin,2021-03-05T20:25:12,salesforce_accounts,2025-10-12T04:56:38.677936,674be366-fad7-428f-97e0-b42dad758501,674be366-fad7-428f-97e0-b42dad758501
Austin PLC,Vendor,Healthcare,24781104,Cold,6781800269,https://www.kelley.com/,0899 Kendra Passage,Gonzalezfort,NM,Guyana,56097,Morgan,Garcia,2025-09-24T16:34:45,salesforce_accounts,2025-10-12T04:56:38.677936,93e7b918-1078-482c-a386-71783d4d76ea,93e7b918-1078-482c-a386-71783d4d76ea
"Berry, Ortiz and Hernandez",Customer,Education,10988951,Hot,+1-465-138-7412x51977,http://anthony.com/,202 Crystal Street Suite 534,Lake Jasonborough,CO,Colombia,90943,Riley,Brown,2023-10-18T00:22:09,salesforce_accounts,2025-10-12T04:56:38.677936,c1ecb327-5ce9-4422-a6e3-f6316a09f027,c1ecb327-5ce9-4422-a6e3-f6316a09f027
Wolf-Alvarez,Prospect,Finance,12985000,Cold,708-356-5287x03742,http://www.martinez.com/,28105 Nicholas Keys Suite 631,Lindastad,OH,Malawi,9121,Sam,Davis,2022-01-02T13:08:57,salesforce_accounts,2025-10-12T04:56:38.677936,9e63159a-7929-4125-b426-c0fee1c24776,9e63159a-7929-4125-b426-c0fee1c24776
"Elliott, Smith and Choi",Partner,Technology,23397064,Cold,+1-956-352-8804x2041,https://anderson.com/,48468 Kathy Points Suite 855,South Pennyberg,CA,American Samoa,65580,Rowan,Jones,2023-09-05T09:13:15,salesforce_accounts,2025-10-12T04:56:38.677936,ab0d67b3-86b6-4206-a1fe-29b1342ba605,ab0d67b3-86b6-4206-a1fe-29b1342ba605
Howard-Walker,Customer,Technology,3226016,Cold,001-618-592-2326x528,https://mcdaniel.info/,12006 Jones Squares Apt. 654,South Tanya,CO,Lesotho,47895,Harper,Garcia,2025-04-23T08:32:55,salesforce_accounts,2025-10-12T04:56:38.677936,19558086-3eb2-4124-8019-041d4bb7ab30,19558086-3eb2-4124-8019-041d4bb7ab30
Boyd-Walker,Vendor,Education,942939,Hot,(538)940-5736x8479,https://case.biz/,6865 Sabrina Cove,North Kevinton,CO,Bosnia and Herzegovina,3804,Cameron,Moore,2021-06-15T09:24:34,salesforce_accounts,2025-10-12T04:56:38.677936,28c5c90f-ddbe-450c-938f-2e0d6e105b6c,28c5c90f-ddbe-450c-938f-2e0d6e105b6c
Kelley-Ellis,Prospect,Energy,20560188,Cold,6532019818,https://www.riddle-harris.com/,13489 Ricardo Track Apt. 518,Port Alextown,ID,French Guiana,90688,Parker,Smith,2020-02-07T11:08:24,salesforce_accounts,2025-10-12T04:56:38.677936,78e714e0-2fa5-4b96-8492-817ff3e58fa8,78e714e0-2fa5-4b96-8492-817ff3e58fa8
Jacobs-Sanders,Customer,Energy,36766225,Hot,(201)749-0035,https://www.krueger.net/,605 Adams Row Suite 217,Mendezton,AZ,United Kingdom,4031,Devin,Anderson,2023-02-14T13:53:07,salesforce_accounts,2025-10-12T04:56:38.677936,95b9d689-d3d8-4e06-81b3-e03c5e62cb05,95b9d689-d3d8-4e06-81b3-e03c5e62cb05
"Jordan, Morgan and Sandoval",Customer,Finance,31322201,Cold,172.461.9570x4141,https://www.ruiz.info/,1394 Jenna Trafficway Suite 534,Shelleybury,OH,Macao,92259,Jordan,Jackson,2024-07-30T07:27:09,salesforce_accounts,2025-10-12T04:56:38.677936,5c4b1cf4-e0d6-413b-a3fd-02a075748de4,5c4b1cf4-e0d6-413b-a3fd-02a075748de4
Adams Ltd,Prospect,Finance,13635871,Hot,(660)454-1545x15152,http://webster.net/,6902 Davila Fork,North Raymondshire,VT,Iraq,47604,Skyler,Thompson,2022-05-26T13:37:18,salesforce_accounts,2025-10-12T04:56:38.677936,cf41adc5-f3b4-4005-b570-d45489ec90fa,cf41adc5-f3b4-4005-b570-d45489ec90fa
"Garcia, Stone and Jackson",Customer,Retail,48333019,Cold,240.243.6000,http://www.west.com/,0964 Melinda Falls,Danielmouth,MA,Italy,70854,Taylor,Anderson,2022-10-12T07:56:55,salesforce_accounts,2025-10-12T04:56:38.677936,a9e49d58-801f-4987-abfa-c4b89df39b24,a9e49d58-801f-4987-abfa-c4b89df39b24
Richard Group,Partner,Education,36373556,Warm,(709)811-2214,https://www.french-miller.info/,3848 Gary Spring Suite 019,Port Renee,IA,Congo,23173,Sam,Hernandez,2021-02-06T17:05:25,salesforce_accounts,2025-10-12T04:56:38.677936,1718a9fb-190c-4588-8aef-a493d4101dc0,1718a9fb-190c-4588-8aef-a493d4101dc0
Mcgee-Fry,Customer,Energy,48075798,Cold,+1-189-406-5042x8913,http://www.riddle-bell.info/,837 Hall Locks Apt. 084,South Jessicaview,NM,Niue,78306,Quinn,Jackson,2025-09-28T17:46:00,salesforce_accounts,2025-10-12T04:56:38.677936,f662a00e-8b14-4cf6-bf09-40fa854dc56a,f662a00e-8b14-4cf6-bf09-40fa854dc56a
"Clark, Perez and Robertson",Partner,Healthcare,13831233,Cold,723.127.0636x4815,https://www.sanders.com/,1205 Robert Light,Davidfort,NV,Botswana,45477,Sam,Jones,2023-11-11T06:37:15,salesforce_accounts,2025-10-12T04:56:38.677936,1f6db5ca-dafd-4a66-8520-93a1bb57fb12,1f6db5ca-dafd-4a66-8520-93a1bb57fb12
Cox Inc,Partner,Technology,49243175,Hot,(035)970-2601x666,https://cole.net/,0825 Brandi Flats,North Ericshire,PA,Saint Martin,94433,Morgan,White,2022-04-23T05:17:26,salesforce_accounts,2025-10-12T04:56:38.677936,f6b78950-7b1e-41b6-92d4-2bd8768e7aa6,f6b78950-7b1e-41b6-92d4-2bd8768e7aa6
Mccormick LLC,Prospect,Finance,19796186,Hot,799-027-8058x9358,http://washington.com/,9092 Odonnell Forge,Nicholshaven,NY,France,87970,Parker,Williams,2020-08-06T20:18:00,salesforce_accounts,2025-10-12T04:56:38.677936,f498e89e-953d-4eab-9b7a-2ba3fb4a7de6,f498e89e-953d-4eab-9b7a-2ba3fb4a7de6
Bradley-Adams,Customer,Technology,35781840,Cold,(525)593-5289x566,http://davis.com/,42463 Rebecca Knolls Suite 215,Mcneilstad,DE,Colombia,80879,Reese,Williams,2022-05-21T20:41:14,salesforce_accounts,2025-10-12T04:56:38.677936,d0ba477a-1662-411a-b28f-e528ca7e8fc2,d0ba477a-1662-411a-b28f-e528ca7e8fc2
Lawson-Wagner,Prospect,Technology,20078958,Warm,+1-389-797-3706,https://finley.biz/,7612 Lowery Lodge Apt. 386,Becktown,AR,Jamaica,92431,Alex,Wilson,2023-12-21T06:07:26,salesforce_accounts,2025-10-12T04:56:38.677936,bded0466-f399-41da-99f5-42391313149b,bded0466-f399-41da-99f5-42391313149b
"Cruz, Johnson and Rocha",Customer,Retail,18332891,Warm,001-593-364-6061x26333,http://www.maldonado-morris.net/,58935 Michelle Stravenue,Lake Ryan,IL,Libyan Arab Jamahiriya,48724,Devin,Taylor,2020-11-05T18:22:24,salesforce_accounts,2025-10-12T04:56:38.677936,d5efe620-7508-4fda-bf69-4c3f396770e4,d5efe620-7508-4fda-bf69-4c3f396770e4
"Johnson, Tate and Watson",Customer,Energy,12452983,Hot,5353462180,http://mendoza.com/,30106 Pierce Rapid,Mcguireberg,NE,Namibia,28374,Skyler,Moore,2025-07-27T06:10:41,salesforce_accounts,2025-10-12T04:56:38.677936,4a902589-83a4-462f-9f82-2c879f833b82,4a902589-83a4-462f-9f82-2c879f833b82
Garcia-Austin,Vendor,Finance,32538060,Warm,(246)037-3318,https://sanders.net/,7325 Graham Points Suite 358,East Moniqueberg,IL,Brunei Darussalam,35335,Rowan,Martin,2022-08-24T01:19:39,salesforce_accounts,2025-10-12T04:56:38.677936,be249312-b779-4144-82aa-6ecac75f61c1,be249312-b779-4144-82aa-6ecac75f61c1
"Wright, Ayers and Mccall",Customer,Technology,41491186,Cold,117.521.4908x347,http://www.hernandez.com/,22391 Vasquez Harbors,East Pamela,AR,Comoros,3801,Jordan,Thomas,2021-08-28T13:12:38,salesforce_accounts,2025-10-12T04:56:38.677936,a4953a20-840d-40cb-8aec-d6a118c980b1,a4953a20-840d-40cb-8aec-d6a118c980b1
Thomas Group,Prospect,Finance,13637311,Hot,159-380-1754x5044,http://martinez.com/,76959 Marquez Branch,Lake Jermainechester,WI,Slovakia (Slovak Republic),34667,Avery,Thomas,2020-02-22T12:59:31,salesforce_accounts,2025-10-12T04:56:38.677936,8a94e979-060c-4cc3-93b5-bb9bfd6e4254,8a94e979-060c-4cc3-93b5-bb9bfd6e4254
Lynch-Rogers,Partner,Healthcare,17251531,Cold,564.903.1201x1297,http://www.ross.biz/,078 Tracey Parks Suite 323,North Desiree,WA,Mayotte,82598,Reese,Thompson,2020-10-07T11:29:37,salesforce_accounts,2025-10-12T04:56:38.677936,25e645eb-ee3b-4acf-9b4c-22dcc56de4a7,25e645eb-ee3b-4acf-9b4c-22dcc56de4a7
